UniversityName;NumStudents;WikiPageID
Vishwakarma Sahajeevan Institute of Management;2800;42894948
Visible Music College;120;42469722
Visva-Bharati University;7967;2189518
Visvesvaraya National Institute of Technology Nagpur;4925;1247947
Visvesvaraya Technological University;85715;1262976
Viterbo University;2521;1206383
Vitrina University;8;36688277
Vivekananda Degree College, Puttur;2700;15359008
Vladimir branch of the Russian Academy of National Economy and Public Administration;2596;48028615
Vladivostok State Medical University;15000;13400390
Vlerick Business School;680;3766319
Vocational Training Council;250000;38808865
Volga Region State University of Physical Culture, Sport and Tourism;2800;70245075
Volgograd State Medical University;900;17005225
Volgograd State Medical University;5000;17005225
Voorhees University;600;5316843
Voronezh State Pedagogical University;6000;70184111
Voronezh State Technical University;20000;70217171
Voronezh State University of Forestry and Technologies;5000;53401083
Dayanand College;2300;18593073
DePaul University College of Law;95;4676956
DePaul University College of Law;579;4676956
DePaul University College of Law;2020;4676956
Deaconal University College, Aarhus;150;24828955
Deakin University School of Medicine;520;4822797
Delaware Technical Community College;14029;5329307
Department of Computer Science of TU Darmstadt;3700;62391933
Department of Electrical Engineering and Information Technology of TU Darmstadt;2400;62218996
Department of International Relations and Diplomacy, Tribhuvan University (DIRD, TU);350;57073834
Department of Medicine – University of Pamplona;329;18784491
Department of Petroleum Engineering and Applied Geophysics, NTNU;450;11848344
Department of War Studies, King's College London;1000;28060743
Det Nødvendige Seminarium;55;28342585
Dezful University of Medical Sciences;1100;64706761
Don Bosco College, Maram;3000;64233158
Donbas National Academy of Civil Engineering and Architecture;8000;43292577
Donetsk National Medical University;15200;35083914
Donetsk State University of Management;7550;21443582
Duisenberg School of Finance;3;22404734
Duisenberg School of Finance;92;22404734
Duisenberg School of Finance;95;22404734
Dundee Law School;965;17131240
Dungar College;10000;27563582
Dwarkadas J. Sanghvi College of Engineering;2554;6762208
E-Artsup;2500;35718598
EARTH University;400;22704565
EBS University of Business and Law;2200;3712061
ECU Brody School of Medicine;469;4641828
EHESP;1300;26221618
EHOVE Career Center;900;21428579
ELTE Faculty of Humanities;6960;71214070
ELTE Faculty of Law;2000;71360621
ELTE Faculty of Science;4000;71184853
ENSAIT;500;20683585
ESIC Medical College, Faridabad;600;56783427
ESIEA (university);1000;40724236
ESIEE;450;2313922
ESIEE;2000;2313922
ESIEE Amiens;450;35789269
ESIEE Management;250;10276253
ESIEE Paris;2000;35789234
ESIREM;800900;26065786
ESME-Sudria;1500;23508702
ESTIA Institute of Technology;723;58944452
ETH Zurich Faculty of Architecture;20000;16475143
EU Business School;3000;22546545
East Carolina University College of Business;4566;6170723
East Tennessee State University James H. Quillen College of Medicine;278;6343851
East Ukrainian Volodymyr Dahl National University;34000;21300720
Eastern Mediterranean University;18000;925924
Eastleigh College;22000;10849254
Eastman Institute for Oral Health;148;65915022
Eastwick College and the HoHoKus Schools;2500;23890706
Inchicore College of Further Education;850;11396816
Indian Institute of Management Jammu;159;52676339
Indra English High School and Junior College;750;49773495
Innopolis University;800;69408468
Institut Latihan Perindustrian Kuala Lumpur;812;42742526
Institut Supérieur de Marketing du Luxe (Sup de Luxe);100;43868731
Institut catholique d'études supérieures;1150;43157089
Institut d'études politiques de Lyon;1441;2036869
Institut national des sciences appliquées;27;697940
Institut national des sciences appliquées;34;697940
Institut national des sciences appliquées;1200;697940
Institut national des sciences appliquées;16700;697940
Institut national des sciences appliquées de Lyon;6300;10828425
Institut national des sciences appliquées de Rouen;2100;8788195
Institut supérieur européen de gestion group;1100;34610136
Institute For Medical Research, Israel-Canada;3400;49677971
Institute for International Political Studies;1500;7615647
Institute of Advanced Communication, Education and Research;200;61165109
Institute of Advanced Studies in Education;18000;13382982
Institute of Health Technology, Rajshahi;1215;49985173
Institute of Intercultural Management and Communication;850;48323655
Institute of Management Sciences (Lahore);1400;30864570
Institute of Natural Science;3000;32237265
Institute of Technology, Blanchardstown;5000;542670
Institute of Telecommunications and Informatics of Turkmenistan;1350;40056597
Institute of the Pacific United;500;24454293
Instituto Nacional de Matemática Pura e Aplicada;190;2334708
Instituto Superior de Engenharia do Porto;6600;1945475
Instituto de Banca y Comercio;21000;2466912
Inter-American Adventist Theological Seminary;566;36707374
Interamerican University of Puerto Rico, School of Optometry;60;3227978
Interdenominational Theological Center;265;3629510
International Academy of Design and Technology San Antonio;400;15527950
International Centre for Sports Studies;30;56835749
International Open University;26682;40660622
International Psychoanalytic University Berlin;583;45188696
International School of Management, Germany;3200;66330625
International Slavic University G. R. Derzhavin;2000;58348016
International University College of Turin;100;15960446
International University of Humanities and Development;2000;45572470
International University of La Rioja;45000;63975244
International University of Logistics and Transport in Wrocław;1400;31820418
International University of Management;8400;24569687
International University of Rome;1306;4906341
International University of Struga;2500;28344355
Ivan Allen College of Liberal Arts;808;7834970
Ivano-Frankivsk National Technical University of Oil and Gas;10000;11294679
Ivano-Frankivsk Theological Academy of Greek-Catholic Church;1000;43491044
Ivanovo State Power Engineering University;7310;70237258
Izhevsk State Medical Academy;4000;70091621
Jade University of Applied Sciences;7000;37927543
Jagadguru Rambhadracharya Divyanga University;1100;32883710
Jagran Lakecity University;2500;41467051
Jahrom University;3300;49589960
Jaipur National University;55000;38878126
Jamia Amjadia Rizvia;700;48477109
Jamia Arifia;600;51204622
Jamia Islamia Talimuddin;1000;31705088
Jamia Nizamia Ghousia;400;42121733
Jamia Nusrathul Islam;1043;47133814
Jamia Siddiqia;500;24781338
Jamiatul Qasim Darul Uloom Al-Islamiah;4500;31709002
Jamiatul Uloom Al-Islamia Lalkhan Bazar;1500;32097485
Jamshid Nakhchivanski Military Lyceum;2400;28096514
Jana Adarsha Multiple Campus;1000;54282451
Johan Cruyff Institute;9000;47117250
Kunstakademiets Arkitektskole;650;34895597
Kurdistan University of Medical Sciences;2300;63715981
Kwara State University;25000;24383940
Kyiv National Linguistic University;5772;24521409
Kyiv National University of Culture and Arts;2500;49635047
Kyoto University of Advanced Science;3633;17034880
Kyrgyz-Russian Slavic University;11000;59142419
Kyungpook National University School of Medicine;12;34865583
Kyungpook National University School of Medicine;96;34865583
Kyungpook National University School of Medicine;111;34865583
Kyungpook National University School of Medicine;448;34865583
Kyungpook National University School of Medicine;655;34865583
Kırklareli University;10000;34367486
LASALLE College of the Arts;2700;1193710
LCC International University;550;739078
Lethbridge College;5154;3126618
National Institute of Applied Science and Technology;3505;33064838
North West College (Saskatchewan);2600;30957330
Oglala Lakota College;1400;37975106
Pearson Centre;1994;39794151
Robertson College;5000;26396349
Shandong Normal University;37;11249191
Portuguese Air Force Academy;184;2127138
Universidad del Aconcagua;2762;4485646
"University ""Marta Abreu"" of Las Villas";7500;6437229
Ural State Academy of Architecture and Arts;2300;6869290
École nationale vétérinaire d'Alfort;700;21746346
Leuphana University of Lüneburg;9888;24628616
Lewis & Clark Law School;719;3936687
Lewis College of Business;300;5630842
Liaoning Normal University;13166;919225
Liaoning University of Technology;14578;38459747
Libera Università Internazionale degli Studi Sociali Guido Carli;9067;4906562
Liberties College;200;26340145
Liberties College;700;26340145
Lille 2 University of Health and Law;24000;2512250
Lille University of Science and Technology;20292;2062110
Lilongwe University of Agriculture and Natural Resources;8000;56779578
Lincoln University (California);573;833669
Seemanta Engineering College;15500;13112359
UCL Faculty of Engineering Sciences;1181;28825312
